AOI_ID,AOI_geometry_hash,GEE_collection_ID,acquisition_datetime,cloudy_pixel_percentage,exclusion_reason,experiment_design_hash,included,manifest_version,mgrs_tile,nominal_date,platform,processing_baseline_if_available,processing_version,product_id,product_version,query_config_hash,sensor,source_manifest_hash,system:id,system:index,system:time_start,window_end,window_start,year
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:18:00.823000+00:00,16.424474,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNB_20210719T070756,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNB,None,1626668280823,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:17:46.287000+00:00,40.819864,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNC_20210719T070756,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNC,None,1626668266287,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:18:02.179000+00:00,51.147109,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNB_20210724T070941,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNB,None,1627100282179,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:17:47.650000+00:00,62.492681,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNC_20210724T070941,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNC,None,1627100267650,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:18:00.571000+00:00,15.226923,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNB_20210729T071155,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNB,None,1627532280571,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:17:46.034000+00:00,33.630183,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNC_20210729T071155,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNC,None,1627532266034,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-03T04:17:47.304000+00:00,59.465864,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210803T040551_N0301_R047_T47SNC_20210803T070446,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210803T040551_20210803T041219_T47SNC,None,1627964267304,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-08T04:17:59.736000+00:00,51.412153,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210808T040549_N0301_R047_T47SNB_20210808T070913,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210808T040549_20210808T040613_T47SNB,None,1628396279736,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-08T04:17:45.200000+00:00,60.901698,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210808T040549_N0301_R047_T47SNC_20210808T070913,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210808T040549_20210808T040613_T47SNC,None,1628396265200,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-13T04:18:01.320000+00:00,4.578067,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210813T040551_N0301_R047_T47SNB_20210813T062026,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210813T040551_20210813T041349_T47SNB,None,1628828281320,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-13T04:17:46.793000+00:00,13.928684,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210813T040551_N0301_R047_T47SNC_20210813T062026,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210813T040551_20210813T041349_T47SNC,None,1628828266793,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-23T04:18:00.894000+00:00,26.441455,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210823T040551_N0301_R047_T47SNB_20210823T072459,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210823T040551_20210823T040922_T47SNB,None,1629692280894,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-23T04:17:46.368000+00:00,42.943066,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-07-20,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210823T040551_N0301_R047_T47SNC_20210823T072459,HARMONIZED,553ecb608d3d9dfa51dadc139873baff520ef7ea9553c223c84d9a2cf1ba52c4,sentinel2,ee78cc0643df7ed70465307a23b725b8a09d9c2d3443f239ac2c09b04f007b55,COPERNICUS/S2_SR_HARMONIZED/20210823T040551_20210823T040922_T47SNC,None,1629692266368,2021-08-04,2021-07-05,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:18:00.823000+00:00,16.424474,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNB_20210719T070756,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNB,None,1626668280823,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:17:46.287000+00:00,40.819864,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNC_20210719T070756,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNC,None,1626668266287,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:18:02.179000+00:00,51.147109,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNB_20210724T070941,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNB,None,1627100282179,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:17:47.650000+00:00,62.492681,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNC_20210724T070941,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNC,None,1627100267650,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:18:00.571000+00:00,15.226923,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNB_20210729T071155,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNB,None,1627532280571,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:17:46.034000+00:00,33.630183,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNC_20210729T071155,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNC,None,1627532266034,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-03T04:17:47.304000+00:00,59.465864,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210803T040551_N0301_R047_T47SNC_20210803T070446,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210803T040551_20210803T041219_T47SNC,None,1627964267304,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-08T04:17:59.736000+00:00,51.412153,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210808T040549_N0301_R047_T47SNB_20210808T070913,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210808T040549_20210808T040613_T47SNB,None,1628396279736,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-08T04:17:45.200000+00:00,60.901698,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210808T040549_N0301_R047_T47SNC_20210808T070913,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210808T040549_20210808T040613_T47SNC,None,1628396265200,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-13T04:18:01.320000+00:00,4.578067,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210813T040551_N0301_R047_T47SNB_20210813T062026,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210813T040551_20210813T041349_T47SNB,None,1628828281320,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-13T04:17:46.793000+00:00,13.928684,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210813T040551_N0301_R047_T47SNC_20210813T062026,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210813T040551_20210813T041349_T47SNC,None,1628828266793,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-23T04:18:00.894000+00:00,26.441455,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210823T040551_N0301_R047_T47SNB_20210823T072459,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210823T040551_20210823T040922_T47SNB,None,1629692280894,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-23T04:17:46.368000+00:00,42.943066,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-07-31,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210823T040551_N0301_R047_T47SNC_20210823T072459,HARMONIZED,ba81f7850cc03273f5437367e1d645fc531bf9516d26138e2c702d0191e5e383,sentinel2,76ef65ee3c3de5fc9b43314c1000cc8e311b1ce22b687c4d18b62d90afbe94ba,COPERNICUS/S2_SR_HARMONIZED/20210823T040551_20210823T040922_T47SNC,None,1629692266368,2021-08-15,2021-07-16,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:18:00.823000+00:00,16.424474,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-08-10,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNB_20210719T070756,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNB,None,1626668280823,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-19T04:17:46.287000+00:00,40.819864,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-08-10,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210719T040549_N0301_R047_T47SNC_20210719T070756,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210719T040549_20210719T040614_T47SNC,None,1626668266287,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:18:02.179000+00:00,51.147109,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNB,2021-08-10,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNB_20210724T070941,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNB,None,1627100282179,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-24T04:17:47.650000+00:00,62.492681,OUTSIDE_NOMINAL_WINDOW,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,False,source-scenes-v1,47SNC,2021-08-10,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210724T040551_N0301_R047_T47SNC_20210724T070941,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210724T040551_20210724T040840_T47SNC,None,1627100267650,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:18:00.571000+00:00,15.226923,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-08-10,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNB_20210729T071155,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNB,None,1627532280571,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-07-29T04:17:46.034000+00:00,33.630183,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-08-10,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210729T040549_N0301_R047_T47SNC_20210729T071155,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210729T040549_20210729T040614_T47SNC,None,1627532266034,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-03T04:17:47.304000+00:00,59.465864,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNC,2021-08-10,Sentinel-2,03.01,03.01,S2A_MSIL2A_20210803T040551_N0301_R047_T47SNC_20210803T070446,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210803T040551_20210803T041219_T47SNC,None,1627964267304,2021-08-25,2021-07-26,2021
AOI-00,1546767a1ff01463f1bf4ea81cd86b44fbf42ba20f48c2d45d50120a3bab3ca5,COPERNICUS/S2_SR_HARMONIZED,2021-08-08T04:17:59.736000+00:00,51.412153,,b21c8cc7f3d4d35e1db4dfa1c8245ff10ba657c0a0a001992b552808766cc49b,True,source-scenes-v1,47SNB,2021-08-10,Sentinel-2,03.01,03.01,S2B_MSIL2A_20210808T040549_N0301_R047_T47SNB_20210808T070913,HARMONIZED,3d4cf4748e098e5b603fd523ad4a6b580870ad036f2a03b0632692fe9026ad79,sentinel2,9e03fa5d920443e408c52c1fa3e6a08c3fd6d60dfb22f332bd2d2097fad0bd8c,COPERNICUS/S2_SR_HARMONIZED/20210808T040549_20210808T040613_T47SNB,None,1628396279736,2021-08-25,2021-07-26,2021
