execution_id,experiment,AOI,sensor,train_years,target_year,processing_hash,source_manifest_hash,AOI_geometry_hash,block_manifest_hash,code_version,timestamp,window,slope,intercept,train_n,train_block_n,run_id,experiment_family,rolling_id,history_length
rolling_origin-c6c55011ffd98b3800d8,rolling_origin,AOI-02,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,792e207368a1d79debf7e74afbbe8683dc0b35312b28d62ef8007e358b4b1c9d,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.602860+00:00,,1.0145689898668873,-0.0883789183777191,1542,30,rolling_origin--AOI-02--landsat--R2025-H1,rolling_origin,R2025-H1,1.0
rolling_origin-1fe64155ecb32d82e960,rolling_origin,AOI-02,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.623458+00:00,,1.024334153531635,-0.0827417245398514,3407,14,rolling_origin--AOI-02--landsat--R2025-H2,rolling_origin,R2025-H2,2.0
rolling_origin-177fbfecb3e1b9be89e7,rolling_origin,AOI-02,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,d8d8622ac2510e2f32e79cb38264f0b686b3f8f62664a25b0afe44fbaa6e6752,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.646889+00:00,,0.9920488741735304,-0.0787494148457917,10599,14,rolling_origin--AOI-02--landsat--R2025-H3,rolling_origin,R2025-H3,3.0
rolling_origin-6a4e6fccd266bd0df382,rolling_origin,AOI-02,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.713166+00:00,,1.0997951923976506,-0.1675155461141249,9553,35,rolling_origin--AOI-02--modis--R2024-H1,rolling_origin,R2024-H1,1.0
rolling_origin-404b0a473c16dabca52e,rolling_origin,AOI-02,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.741807+00:00,,1.0630927316723822,-0.1303987418442526,27583,35,rolling_origin--AOI-02--modis--R2024-H2,rolling_origin,R2024-H2,2.0
rolling_origin-563dc112a5fc286e1453,rolling_origin,AOI-02,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,0640ff84eba160d873e28e20c3326bedb1df4014a170e847a4aa5ee90af16715,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.772892+00:00,,1.076092352463229,-0.1371353460044246,34987,31,rolling_origin--AOI-02--modis--R2024-H3,rolling_origin,R2024-H3,3.0
rolling_origin-d5f3af73dedc6eeed665,rolling_origin,AOI-02,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7418af55cae20a34b58eafb2985c4939c8fac1747c8ce9f0144dda0f812ea640,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.797353+00:00,,1.0791666078148947,-0.1316870762599913,17909,38,rolling_origin--AOI-02--modis--R2025-H1,rolling_origin,R2025-H1,1.0
rolling_origin-fd246409c7e4347a363d,rolling_origin,AOI-02,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.824839+00:00,,1.0751804582260784,-0.1372108892267317,27078,35,rolling_origin--AOI-02--modis--R2025-H2,rolling_origin,R2025-H2,2.0
rolling_origin-22ee2af6f7259b9c6301,rolling_origin,AOI-02,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,ffcd445586dcd3b933d48bcc1cbd5c7c04e40be18f8c37915aa1d54e8887a72f,7d066ffd64956f6bd7b0aa6e03fba448950b6ee43b72f2b6e4515d06f01600af,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.856709+00:00,,1.071219151193047,-0.1320316438948811,45108,35,rolling_origin--AOI-02--modis--R2025-H3,rolling_origin,R2025-H3,3.0
rolling_origin-253cc491af15bb427748,rolling_origin,AOI-03,sentinel2,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.928011+00:00,,0.8238965927972801,-0.0366370548536343,16731,35,rolling_origin--AOI-03--sentinel2--R2024-H1,rolling_origin,R2024-H1,1.0
rolling_origin-4710e93e99a0188a0b5e,rolling_origin,AOI-03,sentinel2,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.955069+00:00,,0.8293543120646574,-0.0367565665789052,35998,35,rolling_origin--AOI-03--sentinel2--R2024-H2,rolling_origin,R2024-H2,2.0
rolling_origin-5ca01bd18ab3bdfcd5e5,rolling_origin,AOI-03,sentinel2,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:47.986352+00:00,,0.8317725548758037,-0.0346925705258596,55364,35,rolling_origin--AOI-03--sentinel2--R2024-H3,rolling_origin,R2024-H3,3.0
rolling_origin-31ce3d7c223e62990bf2,rolling_origin,AOI-03,sentinel2,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.011289+00:00,,0.8225156139359112,-0.0318448483335401,19142,35,rolling_origin--AOI-03--sentinel2--R2025-H1,rolling_origin,R2025-H1,1.0
rolling_origin-babee2d575fc1b38cb83,rolling_origin,AOI-03,sentinel2,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.038386+00:00,,0.8222434796223715,-0.0338720005810521,35873,35,rolling_origin--AOI-03--sentinel2--R2025-H2,rolling_origin,R2025-H2,2.0
rolling_origin-7d204c6c091e0b25aa5b,rolling_origin,AOI-03,sentinel2,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.069194+00:00,,0.8270263361017155,-0.035071035969743,55140,35,rolling_origin--AOI-03--sentinel2--R2025-H3,rolling_origin,R2025-H3,3.0
rolling_origin-6f79cbaa32772998b90e,rolling_origin,AOI-03,landsat,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.136235+00:00,,0.9643769491644604,-0.0749491052862718,11178,35,rolling_origin--AOI-03--landsat--R2024-H1,rolling_origin,R2024-H1,1.0
rolling_origin-caecf3e3f224912c4fc5,rolling_origin,AOI-03,landsat,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.161081+00:00,,0.919049435471816,-0.077295417037905,27408,35,rolling_origin--AOI-03--landsat--R2024-H2,rolling_origin,R2024-H2,2.0
rolling_origin-51d3182182bbcd8434be,rolling_origin,AOI-03,landsat,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,d73bd7af84286421b3c3b68cdb7fc0ea151d5a4c7c6def3ab29e3691e25de5cf,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.186892+00:00,,0.9247923021402488,-0.076557087366671,14331,13,rolling_origin--AOI-03--landsat--R2024-H3,rolling_origin,R2024-H3,3.0
rolling_origin-95522d5c9e1b65ae6fba,rolling_origin,AOI-03,landsat,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.209401+00:00,,0.8872859532100696,-0.071821972782521,15551,35,rolling_origin--AOI-03--landsat--R2025-H1,rolling_origin,R2025-H1,1.0
rolling_origin-85e1e4abade5d32e86e3,rolling_origin,AOI-03,landsat,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.234520+00:00,,0.915046001927823,-0.072321761311474,26729,35,rolling_origin--AOI-03--landsat--R2025-H2,rolling_origin,R2025-H2,2.0
rolling_origin-9266ef7b7907088729d3,rolling_origin,AOI-03,landsat,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.262872+00:00,,0.9060435273731696,-0.075066090621527,42959,35,rolling_origin--AOI-03--landsat--R2025-H3,rolling_origin,R2025-H3,3.0
rolling_origin-3dce9afab7106b68bf53,rolling_origin,AOI-03,modis,2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.331994+00:00,,1.029526538347603,-0.1048292662599816,17967,35,rolling_origin--AOI-03--modis--R2024-H1,rolling_origin,R2024-H1,1.0
rolling_origin-749df0b357c7787de2df,rolling_origin,AOI-03,modis,2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.359360+00:00,,1.0134096080627302,-0.1051834560001221,36825,35,rolling_origin--AOI-03--modis--R2024-H2,rolling_origin,R2024-H2,2.0
rolling_origin-58c32fd9c190107902a9,rolling_origin,AOI-03,modis,2021;2022;2023,2024,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.390077+00:00,,0.9971850849599788,-0.1085923105580597,51685,35,rolling_origin--AOI-03--modis--R2024-H3,rolling_origin,R2024-H3,3.0
rolling_origin-569288644b00ccdc4f86,rolling_origin,AOI-03,modis,2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.414926+00:00,,0.942723602090946,-0.1077609596947245,18695,35,rolling_origin--AOI-03--modis--R2025-H1,rolling_origin,R2025-H1,1.0
rolling_origin-49c561146ab50a2c3c62,rolling_origin,AOI-03,modis,2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.442657+00:00,,0.9656633406731696,-0.1016944172181998,36662,35,rolling_origin--AOI-03--modis--R2025-H2,rolling_origin,R2025-H2,2.0
rolling_origin-9c232a91b03a332ad036,rolling_origin,AOI-03,modis,2022;2023;2024,2025,3fab57b81623045f745beeaa0c1615c51b0d44344beaa74a1025ee4450b699c7,9abcfb4ecbe4b063ec61cc922755009544dc617843ae27ba909a649bab41a3d6,57ca12641709501bb5f30118c491acefed62396c209537573d7eed1d5b0cca15,01a26d6bd2027252499854440f74cd91f849b7842c624201085745012e51f0bb,4f4edd63727cab87abbe3961a2b2203656f8bcd1d1ef5702a3c6764ff611f672,2026-08-29T05:02:48.474035+00:00,,0.9696778135810632,-0.1014933143649762,55520,35,rolling_origin--AOI-03--modis--R2025-H3,rolling_origin,R2025-H3,3.0
